report_no,name,maker,prdlst_type,report_date,category,ingredient_count,ingredients_json,dup_count
20030445025681,100% 산양유 단백질 분말,(주)한국씨엔에스팜,기타가공품,2023-04-11,protein,1,"[""산양유분말""]",1
20180442747451,100% 산양유단백질분말,(주)원네스팜,유함유가공품,2021-11-22,protein,1,"[""산양유분말""]",1
20150182104720,100% 초유 단백질 분말,다원바이오,기타가공품,2020-09-24,protein,1,"[""초유단백분말""]",1
20170372599251,100% 초유 단백질 분말,비타민마을 제1공장,유함유가공품,2023-06-12,protein,1,"[""초유단백분말""]",1
20030368440246,100%초유단백질분말스틱,(주)힐링,기타가공품,2021-06-29,protein,1,"[""초유단백분말""]",1
20170372599297,16곡혼합곡물이 들어간 류신 초유 산양유단백질 프로틴,비타민마을 제1공장,기타가공품,2024-09-09,protein,19,"[""유함유가공품"", ""분리대두단백"", ""식품첨가물"", ""산화아연"", ""혼합제제"", ""아미노산혼합제제"", ""효소식품"", ""비타민C"", ""탄산수소나트륨"", ""이산화규소"", ""효소식품"", ""산화마그네슘"", ""효소처리스테비아"", ""식품첨가물혼합제제"", ""L-로이신"", ""식품첨가물혼합제제"", ""혼합분유"", ""곡류가공품"", ""결정과당""]",1
20060355250132,23 단백질 닭가슴살 샐러드,(주)한양에프앤비,즉석섭취식품,2019-04-29,protein,6,"[""햄류"", ""오리엔탈드레싱"", ""양배추"", ""상추"", ""청치커리"", ""양상추""]",1
2019040435698,25 고단백질바 크런치,에스앤푸드주식회사,땅콩 또는 견과류가공품,2024-01-30,protein,15,"[""프락토올리고당"", ""땅콩 또는 견과류가공품"", ""준초콜릿"", ""두류가공품"", ""땅콩버터"", ""백설탕"", ""두류가공품"", ""코코아분말"", ""채종유(유채유 또는 카놀라유)"", ""타우린"", ""향료"", ""정제소금"", ""레시틴"", ""d-토코페롤(혼합형)"", ""향료""]",1
2020047034728,365MEAL 高단백질,농업회사법인주식회사두리두리,즉석섭취식품,2021-07-09,protein,15,"[""곡류가공품"", ""분리대두단백"", ""분리완두단백"", ""설탕"", ""폴리덱스트로스"", ""찹쌀"", ""식물성크림"", ""귀리"", ""볶은현미분태"", ""렌즈콩씨앗"", ""참깨"", ""이집트콩씨앗"", ""볶은아몬드분말"", ""효소처리스테비아"", ""정제소금""]",1
2022052040452,3W 산양유 단백질 분말,(주)신비바이오,유함유가공품,2023-02-14,protein,12,"[""밀크크림향"", ""벌꿀분말"", ""비타민미네랄혼합분말"", ""아미노산혼합제제"", ""프락토올리고당"", ""분말결정포도당"", ""탈지분유분말"", ""덱스트린"", ""산양유분말"", ""유청단백분말"", ""유청단백분말"", ""유청단백분말""]",1
2022052040450,3W 유단백가수분해물 단백질 분말,(주)신비바이오,유함유가공품,2023-02-06,protein,13,"[""비타민C"", ""프락토올리고당"", ""밀크크림향"", ""벌꿀분말"", ""비타민미네랄혼합분말"", ""아미노산혼합제제"", ""유단백가수분해물분말"", ""유청단백분말"", ""유청단백분말"", ""유청단백분말"", ""분말결정포도당"", ""탈지분유분말"", ""덱스트린""]",1
20220520404142,3W 초유단백질 Pro,(주)신비바이오,유함유가공품,2023-12-28,protein,13,"[""비타민미네랄혼합분말"", ""아미노산혼합제제"", ""벌꿀분말"", ""비타민C"", ""밀크크림향"", ""초유단백질"", ""유함유가공품"", ""덱스트린"", ""유함유가공품"", ""유청단백분말"", ""분말결정포도당"", ""탈지분유분말"", ""프락토올리고당""]",1
20070443110973,3분 단백질 다크초코맛,(주)삼양패키징광혜원공장,혼합음료,2025-03-25,protein,18,"[""스테비올배당체"", ""젤란검"", ""정제수"", ""정제소금"", ""분리유단백분말"", ""당류가공품"", ""올리고당"", ""코코아분말"", ""향료"", ""향료"", ""향료"", ""채종유(유채유 또는 카놀라유)"", ""해바라기유"", ""타우린"", ""탄산수소나트륨"", ""자당지방산에스테르"", ""자당지방산에스테르"", ""혼합제제""]",1
20170442089225,6088 산양유 단백질분말,맥널티 바이오(주),기타가공품,2025-05-15,protein,18,"[""산양유분말"", ""아몬드분말"", ""식물성크림혼합분말"", ""분말결정포도당"", ""분리대두단백"", ""아몬드향"", ""상어연골분말"", ""구아검"", ""땅콩분말"", ""유청단백분말"", ""치커리뿌리추출물"", ""유청단백분말"", ""효소처리스테비아"", ""초유단백분말"", ""비타민미네랄혼합제제"", ""유산균혼합분말"", ""건조효모"", ""아미노산혼합제제""]",1
20080188175407,6PM 단백질쉐이크 고구마맛,진명뉴트리션,기타가공품,2021-09-24,protein,18,"[""비타민미네랄혼합분말"", ""결정과당"", ""혼합분유"", ""아이스크림분말"", ""알파옥수수분말"", ""볶음보리분말"", ""고구마분말"", ""유청분말"", ""고구마향분말"", ""아미노산혼합제제"", ""분리대두단백"", ""옥수수전분"", ""포도당"", ""유청단백분말"", ""생선콜라겐분말"", ""스테비올배당체"", ""요거트분말"", ""야채혼합농축분말""]",1
20080188175406,6PM 단백질쉐이크 쿠키맛,진명뉴트리션,기타가공품,2021-09-24,protein,18,"[""분리대두단백"", ""유청단백분말"", ""포도당"", ""옥수수전분"", ""유청분말"", ""쿠키분말"", ""볶음보리분말"", ""알파옥수수분말"", ""아이스크림분말"", ""혼합분유"", ""결정과당"", ""쿠키향"", ""비타민미네랄혼합분말"", ""생선콜라겐분말"", ""스테비올배당체"", ""야채혼합농축분말"", ""요거트분말"", ""아미노산혼합제제""]",1
20070445019214,7-Select 단백질바 넛츠,(주)힘내고,곡류가공품,2023-10-16,protein,16,"[""땅콩 또는 견과류가공품"", ""두류가공품"", ""혼합제제"", ""정제소금"", ""레시틴"", ""코코아분말"", ""두류가공품"", ""가공유지"", ""사양벌꿀"", ""과자"", ""식품첨가물"", ""포도당"", ""설탕"", ""준초콜릿"", ""땅콩 또는 견과류가공품"", ""물엿""]",1
20070445019215,7-Select 단백질바 베리,(주)힘내고,곡류가공품,2023-10-16,protein,17,"[""땅콩 또는 견과류가공품"", ""두류가공품"", ""물엿"", ""땅콩 또는 견과류가공품"", ""준초콜릿"", ""설탕"", ""과.채가공품"", ""포도당"", ""식품첨가물"", ""사양벌꿀"", ""가공유지"", ""두류가공품"", ""코코아분말"", ""레시틴"", ""정제소금"", ""향료"", ""혼합제제""]",1
202102030783427,A2프로틴 마우이 양유 단백질 100%,채움바이오 주식회사,기타가공품,2026-03-12,protein,1,"[""탈지분유""]",1
20150263559190,BNS 산양유 단백질 플러스,(주)에스앤제이바이오,기타가공품,2024-10-29,protein,19,"[""초유단백분말"", ""아미노산혼합제제"", ""유산균혼합분말"", ""효소처리스테비아"", ""향료"", ""과.채가공품"", ""농축유청"", ""유함유가공품"", ""효모식품"", ""귀리식이섬유"", ""치커리뿌리추출물분말"", ""프락토올리고당"", ""L-로이신"", ""식물성크림"", ""산양유분말"", ""유청분말"", ""분리대두단백분말"", ""포도당"", ""비타민미네랄혼합제제""]",1
20110449015676,BNS류신산양유단백질,주식회사오투바이오,캔디류,2022-08-11,protein,12,"[""분리대두단백"", ""유청단백분말"", ""히드록시프로필메틸셀룰로스"", ""스테아린산마그네슘"", ""비타민D3혼합제제분말"", ""아미노산혼합제제"", ""산양유분말"", ""프락토올리고당"", ""포도당"", ""L-로이신"", ""아라비아검"", ""글리세린지방산에스테르""]",1
20090569085479,Be Apple 단백질 쉐이크,(주)프로틴코리아,체중조절용 조제식품,2025-05-29,protein,16,"[""수크랄로스"", ""녹차추출물(고시형)"", ""기타가공품"", ""효소식품"", ""L-카르니틴"", ""효소처리스테비아"", ""구연산"", ""기타가공품"", ""백태분말"", ""볶은현미분말"", ""귀리분말"", ""식물성크림"", ""치커리뿌리추출물"", ""에리스리톨"", ""기타가공품"", ""곡류가공품""]",1
200704431101143,DAILY FIT 단백질 보리차,(주)삼양패키징광혜원공장,액상차,2026-05-22,protein,6,"[""식물혼합추출액"", ""곡류가공품"", ""향료"", ""비타민C"", ""정제수"", ""탄산수소나트륨""]",1
20170525300198,G.Life 식물성단백질쉐이크 / G.Life Plant Protein,(주)에프엔디,기타가공품,2023-04-05,protein,7,"[""결정과당"", ""현미단백분말"", ""식용해조류(고시형)"", ""과일혼합추출물분말"", ""완두단백"", ""분리대두단백"", ""곡물혼합분말""]",1
20090360445518,GMH 단백질,(주)희망그린식품,기타가공품,2026-05-21,protein,20,"[""효소식품"", ""프로바이오틱스(고시형)"", ""식품첨가물"", ""식품첨가물"", ""기타소금"", ""아라비아검(고시형)"", ""향료"", ""향료"", ""두류가공품"", ""두류가공품"", ""곡류가공품"", ""기타가공품"", ""기타가공품"", ""곡류가공품"", ""식품첨가물"", ""곡류가공품"", ""두류가공품"", ""두류가공품"", ""효모식품"", ""테아닌(고시형)""]",1
20060622020217,HIU 산양유 고단백질,(주)신선에프앤브이,캔디류,2023-11-09,protein,22,"[""인산"", ""레몬농축액"", ""폴리덱스트로스"", ""산양유"", ""당류가공품"", ""자일리톨"", ""올리고당"", ""기타가공품"", ""기타식용유지"", ""정제수"", ""잔탄검"", ""로커스트콩검"", ""향료"", ""기타가공품"", ""향료"", ""카라기난"", ""메타인산나트륨"", ""젤란검"", ""황산칼슘"", ""비타민C"", ""향료"", ""효소처리스테비아""]",1
202309064085,JEJU MATCHA PROTEIN (제주 말차 단백질),이제아바이오,기타가공품,2023-10-05,protein,7,"[""분리대두단백분말"", ""귀리분말"", ""괭생이모자반추출물"", ""비타민무기질혼합제제"", ""구아검"", ""효소처리스테비아"", ""녹차가루""]",1
20030395019598,L-류신단백질타블렛,(주)유유헬스케어,당류가공품,2023-03-13,protein,14,"[""덱스트린"", ""L-로이신"", ""두류가공품"", ""기타가공품"", ""유함유가공품"", ""히드록시프로필메틸셀룰로스"", ""기타가공품"", ""프락토올리고당"", ""이산화규소"", ""카복시메틸셀룰로스칼슘"", ""스테아린산마그네슘"", ""락토페린농축물"", ""식품첨가물혼합제제"", ""비타민D3혼합제제""]",1
20180379618365,L-카르니틴 초유산양유단백질,(주)세종바이오팜,기타가공품,2022-10-14,protein,22,"[""아미노산혼합분말"", ""로얄젤리분말"", ""야채혼합농축분말"", ""상어연골추출물분말"", ""폴리감마글루탐산"", ""L-카르니틴"", ""유청칼슘"", ""효소처리스테비아"", ""아스파탐"", ""분리대두단백분말"", ""완두단백"", ""밀크향분말"", ""기타가공품"", ""식물성크림"", ""프락토올리고당"", ""에리스리톨"", ""포도당"", ""비타민C"", ""비타민미네랄혼합제제"", ""비타민D3혼합제제"", ""유산균혼합분말"", ""초유단백분말""]",1
19900372087575,L-카르니틴 품은 특급 단백질 프로틴,(주)화인내츄럴,혼합음료,2023-05-25,protein,22,"[""혼합제제"", ""수크랄로스"", ""흑마늘농축액"", ""L-아르지닌"", ""정제수"", ""구연산(무수)"", ""혼합제제"", ""DL-사과산"", ""사과농축액"", ""타우린"", ""드링크향"", ""혼합제제"", ""젤란검"", ""글루콘산아연"", ""유청단백분말"", ""분리대두단백"", ""유청단백분말"", ""L-카르니틴"", ""초유분말"", ""산양유분말"", ""기타가공품"", ""효소처리스테비아""]",1
202102030781902,MBP 유청단백질혼합분말,채움바이오 주식회사,기타가공품,2022-05-13,protein,16,"[""유함유가공품"", ""기타가공품"", ""포도당"", ""혼합분유"", ""기타가공품"", ""기타 수산물가공품"", ""기타가공품"", ""초유단백분말"", ""과.채가공품"", ""고형차"", ""기타가공품"", ""기타가공품"", ""식품첨가물"", ""식품첨가물"", ""효소처리스테비아"", ""락토페린농축물""]",1
19970378043788,MBP산양유초유단백질,케이지랩(주),유함유가공품,2024-12-26,protein,14,"[""유함유가공품"", ""두류가공품"", ""분말결정포도당"", ""효소식품"", ""유산균혼합분말"", ""혼합제제"", ""혼합제제"", ""비타민C"", ""기타가공품"", ""생선콜라겐펩타이드"", ""혼합제제"", ""당류가공품"", ""프락토올리고당"", ""식물성크림""]",1
201501821041180,MBP초유산양유단백질,다원바이오,기타가공품,2025-03-24,protein,12,"[""기타가공품"", ""난소화성말토덱스트린(고시형)"", ""이산화규소"", ""향료"", ""알룰로오스"", ""혼합제제"", ""스테비텐후레쉬"", ""곡류가공품"", ""혼합제제"", ""혼합제제"", ""혼합제제"", ""프로바이오틱스(고시형)""]",1
20200280291181,MBP초유산양유단백질,프라임에이치앤비 주식회사,기타가공품,2024-04-05,protein,16,"[""기타가공품"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""혼합제제"", ""식품첨가물"", ""식품첨가물"", ""두류가공품"", ""기타 수산물가공품"", ""식품첨가물"", ""혼합분유"", ""당류가공품"", ""향료"", ""곡류가공품"", ""덱스트린"", ""기타가공품""]",1
20110163089410,Make it Light 식사대용 단백질쉐이크 고구마,한국네츄럴팜,체중조절용 조제식품,2023-09-26,protein,23,"[""분리대두단백분말"", ""혼합분유"", ""곡류가공품"", ""폴리덱스트로스"", ""고구마분말"", ""치커리뿌리추출물"", ""식물성크림"", ""유청단백분말"", ""곡류가공품"", ""결정과당"", ""에리스리톨"", ""글루코만난"", ""혼합제제"", ""바질씨앗"", ""과.채가공품"", ""효소처리스테비아"", ""혼합제제"", ""가르시니아캄보지아 추출물(고시형)"", ""효소식품"", ""L-카르니틴"", ""녹차추출물"", ""생선콜라겐"", ""프로바이오틱스(고시형)""]",1
20110163089404,Make it Light 식사대용 단백질쉐이크 오트그레인,한국네츄럴팜,체중조절용 조제식품,2023-02-28,protein,25,"[""분리대두단백분말"", ""곡류혼합분말"", ""혼합분유"", ""폴리덱스트로스"", ""치커리뿌리추출물"", ""식물성크림"", ""유청단백분말"", ""결정과당"", ""곡류가공품"", ""비타민미네랄혼합제제"", ""검은콩"", ""검은깨"", ""곡류가공품"", ""글루코만난"", ""구아검"", ""곡류가공품"", ""과.채가공품"", ""효소처리스테비아"", ""아미노산혼합제제"", ""가르시니아캄보지아 추출물(고시형)"", ""녹차추출물"", ""L-카르니틴"", ""효소식품"", ""생선콜라겐"", ""유산균혼합분말""]",1
20110163089411,Make it Light 식사대용 단백질쉐이크 초코그레인,한국네츄럴팜,체중조절용 조제식품,2023-11-28,protein,15,"[""분리대두단백분말"", ""혼합분유"", ""폴리덱스트로스"", ""코코아분말"", ""에리스리톨"", ""식물성크림"", ""결정과당"", ""글루코만난"", ""곡류가공품"", ""혼합제제"", ""곡류가공품"", ""과.채가공품"", ""효소처리스테비아"", ""혼합제제"", ""효소식품""]",1
20110163089409,Make it Light 식사대용 단백질쉐이크 쿠키앤그레인,한국네츄럴팜,체중조절용 조제식품,2023-09-26,protein,24,"[""혼합제제"", ""결정과당"", ""과자"", ""에리스리톨"", ""곡류가공품"", ""유청단백분말"", ""폴리덱스트로스"", ""혼합분유"", ""과자"", ""치커리뿌리추출물"", ""식물성크림"", ""분리대두단백분말"", ""곡류가공품"", ""효소처리스테비아"", ""과.채가공품"", ""혼합제제"", ""글루코만난"", ""프로바이오틱스분말(고시형)"", ""생선콜라겐"", ""녹차추출물"", ""L-카르니틴"", ""효소식품"", ""가르시니아캄보지아 추출물(고시형)"", ""혼합제제""]",1
20210376666136,NEW 남재현원장의 산양유단백질 1000 프리미엄골드,동서바이오팜(주),유함유가공품,2024-07-09,protein,26,"[""프락토올리고당"", ""D-소비톨"", ""식물성크림"", ""유함유가공품"", ""분리대두단백분말"", ""농축대두단백"", ""산양유분말"", ""전지분유"", ""누룽지분말"", ""알파현미분말"", ""초유단백분말"", ""젖산칼슘"", ""타우린"", ""기타가공품"", ""알로에베라겔추출분말"", ""구연산"", ""곡류가공품"", ""유함유가공품"", ""생선콜라겐"", ""블루베리농축분말"", ""니코틴산아미드"", ""난백알부민"", ""과.채가공품"", ""L-아르지닌"", ""로열젤리제품"", ""비타민미네랄혼합제제""]",1
202408623411,NM 멀티단백질,주식회사 뉴밀,유함유가공품,2024-05-23,protein,6,"[""유청단백분말"", ""유청단백분말"", ""유청단백분말"", ""코코아분말"", ""합성향료"", ""수크랄로스""]",1
20140294485118,OHG 초유 단백질 100(OHG colostrum protein 100),(주)슈퍼내츄럴스,기타가공품,2021-05-26,protein,1,"[""기타가공품""]",1
20190404356110,POST 단백질바,에스앤푸드주식회사,땅콩 또는 견과류가공품,2024-09-12,protein,16,"[""레시틴"", ""향료"", ""향료"", ""식품첨가물혼합제제"", ""코코아분말"", ""정제소금"", ""해바라기유"", ""당절임"", ""땅콩 또는 견과류가공품"", ""덱스트린"", ""포도당"", ""기타과당"", ""폴리글리시톨액"", ""땅콩 또는 견과류가공품"", ""두류가공품"", ""준초콜릿""]",1
2018026824042,PS저분자효소분해유청단백질,(주)제이케이뉴트라,기타가공품,2021-01-11,protein,3,"[""유청단백분말"", ""덱스트린"", ""기타가공품""]",1
202205112435,PS저분자효소분해유청단백질,주식회사 웰스프링,기타가공품,2022-09-15,protein,3,"[""유청단백분말"", ""덱스트린"", ""기타가공품""]",1
19960372607433,THE 산양유 단백질 7000,(주)네추럴웨이,유함유가공품,2022-06-10,protein,16,"[""산양유분말"", ""완두단백"", ""볶은현미분말"", ""에리스리톨"", ""곡류가공품"", ""합성향료"", ""콜라겐분말"", ""초유단백분말"", ""볶은찹쌀"", ""비타민C"", ""효소처리스테비아"", ""산화아연"", ""혼합제제"", ""효모식품"", ""곡물발효효소분말"", ""프로바이오틱스(고시형)""]",1
20210376666255,UP(업) 남재현원장의 산양유단백질 1000 프리미엄골드,동서바이오팜(주),유함유가공품,2025-05-07,protein,36,"[""기타가공품"", ""유함유가공품"", ""기타가공품"", ""산화마그네슘"", ""L-아르지닌"", ""건조효모"", ""효모식품"", ""누룽지분말"", ""비타민C"", ""젖산칼슘"", ""자일리톨"", ""타우린"", ""전지분유"", ""알파현미분말"", ""프락토올리고당(고시형)"", ""D-소비톨"", ""식물성크림"", ""분리대두단백"", ""농축대두단백"", ""기타가공품"", ""비타민B12"", ""엽산"", ""비타민D3혼합제제"", ""비타민B6염산염"", ""판토텐산칼슘(고시형)"", ""비타민B2"", ""비타민B1염산염"", ""알로에추출물분말"", ""로열젤리제품"", ""과.채가공품"", ""난각막분말"", ""생선콜라겐"", ""기타가공품"", ""블루베리농축분말"", ""바나바추출물분말"", ""니코틴산아미드""]",1
2021038745133,UP(업) 남재현원장의 산양유단백질 1000 프리미엄골드,주식회사 닥터케이바이오,유함유가공품,2025-09-09,protein,40,"[""탈지분유"", ""농축대두단백"", ""알파현미분말"", ""산양유분말"", ""프락토올리고당"", ""식물성크림"", ""D-소비톨"", ""건조난백분말"", ""타우린"", ""L-로이신"", ""젖산칼슘"", ""전지분유"", ""자일리톨"", ""비타민C"", ""건조효모"", ""L-아르지닌"", ""산화마그네슘"", ""초유분말"", ""바나바잎분말"", ""상어연골추출물분말"", ""니코틴산아미드"", ""생선콜라겐"", ""유단백추출물(기능성원료인정제2015-16호)"", ""효모식품"", ""난각막분말"", ""아미노산혼합분말"", ""로열젤리제품"", ""판토텐산칼슘"", ""알로에베라겔추출분말"", ""비타민 D 혼합제제"", ""비타민B6염산염"", ""비타민B2"", ""비타민B1염산염"", ""과.채가공품"", ""프로바이오틱스(고시형)"", ""엽산"", ""비타민B12"", ""뚱딴지추출분말"", ""바닐라향분말"", ""요구르트향분말""]",1
198804440181730,V4단백질베이스소스,(주)미미식품,소스,2026-08-06,protein,9,"[""파라옥시안식향산에틸"", ""식품첨가물"", ""구연산"", ""정제소금"", ""발효식초"", ""생선콜라겐분말"", ""가공유지에스테르화유"", ""분리대두단백분말"", ""알룰로오스""]",1
20080435169396,WISELY 크런치 단백질바,(주)씨알푸드,과자,2024-02-23,protein,11,"[""바닐린"", ""레시틴"", ""당절임"", ""땅콩버터"", ""과자"", ""코코아분말"", ""혼합제제"", ""팜올레인유"", ""폴리글리시톨액"", ""준초콜릿"", ""두류가공품""]",1
2022051132018,WPC 농축유청단백질 분말,(주)이음바이오,유함유가공품,2023-03-22,protein,1,"[""유청단백분말""]",1
2021003671951,WPC 유청단백질 분말,(주)비에스에프코리아,유함유가공품,2022-05-10,protein,1,"[""유청단백분말""]",1
2021003671977,WPI 분리유청단백질 분말,(주)비에스에프코리아,유함유가공품,2022-10-04,protein,1,"[""유청단백분말""]",1
2022051132017,WPI 분리유청단백질분말,(주)이음바이오,유함유가공품,2023-03-10,protein,1,"[""유청단백분말""]",1
202305282821,WPI 스파르타푸드 분리유청 단백질 프로틴 쉐이크 포대,H&D,유함유가공품,2023-05-12,protein,9,"[""비타민미네랄혼합제제"", ""아미노산혼합제제"", ""L-글루타민"", ""효소처리스테비아"", ""아사이베리혼합분말"", ""마카뿌리분말"", ""비씨에이에이"", ""타우린"", ""유청단백분말""]",1
202103748185,WPI 퓨어웨이 분리 유청 단백질,(주)신라원,기타가공품,2022-11-16,protein,2,"[""기타가공품"", ""프락토올리고당""]",1
20150263559130,bns산양유단백질100,(주)에스앤제이바이오,유함유가공품,2022-06-10,protein,1,"[""산양유분말""]",1
2018047904932,it`s gum 이츠굼 우리아이첫단백질,에이치엠오건강드림영농조합법인,기타 농산가공품,2026-03-12,protein,8,"[""흰점박이꽃무지유충농축분말"", ""기타가공품"", ""산화아연"", ""젖산칼슘"", ""비타민D3혼합제제"", ""사과맛분말"", ""딸기맛분말"", ""프락토올리고당""]",1
20130347076177,jom 단백질 쉐이크(소양인),(주)휴먼나이즈,기타가공품,2023-05-09,protein,20,"[""완두단백"", ""유함유가공품"", ""결정과당"", ""곡류가공품"", ""자일리톨"", ""기타가공품"", ""곡류가공품"", ""곡류가공품"", ""이산화규소"", ""향료"", ""제삼인산칼슘"", ""고형차"", ""두류가공품"", ""과.채가공품"", ""정제소금"", ""생선콜라겐"", ""식품첨가물혼합제제"", ""효소처리스테비아"", ""식품첨가물혼합제제"", ""히알루론산혼합제제""]",1
20130347076178,jom 단백질 쉐이크(소음인),(주)휴먼나이즈,기타가공품,2023-05-09,protein,21,"[""유함유가공품"", ""효소처리스테비아"", ""식품첨가물혼합제제"", ""완두단백"", ""결정과당"", ""곡류가공품"", ""자일리톨"", ""곡류가공품"", ""곡류가공품"", ""곡류가공품"", ""이산화규소"", ""향료"", ""제삼인산칼슘"", ""분리대두단백"", ""과.채가공품"", ""당류가공품"", ""올리고당"", ""정제소금"", ""생선콜라겐"", ""식품첨가물혼합제제"", ""히알루론산혼합제제""]",1
20130347076179,jom 단백질 쉐이크(태양인),(주)휴먼나이즈,기타가공품,2023-05-09,protein,21,"[""결정과당"", ""완두단백"", ""유함유가공품"", ""식품첨가물혼합제제"", ""생선콜라겐"", ""정제소금"", ""산화아연"", ""곡류가공품"", ""곡류가공품"", ""분리대두단백"", ""제삼인산칼슘"", ""향료"", ""이산화규소"", ""곡류가공품"", ""곡류가공품"", ""기타가공품"", ""자일리톨"", ""곡류가공품"", ""히알루론산혼합제제"", ""식품첨가물혼합제제"", ""효소처리스테비아""]",1
20130347076180,jom 단백질 쉐이크(태음인),(주)휴먼나이즈,기타가공품,2023-05-09,protein,20,"[""완두단백"", ""유함유가공품"", ""결정과당"", ""곡류가공품"", ""자일리톨"", ""과자"", ""곡류가공품"", ""식품첨가물혼합제제"", ""히알루론산혼합제제"", ""식품첨가물혼합제제"", ""생선콜라겐"", ""정제소금"", ""땅콩 또는 견과류가공품"", ""땅콩 또는 견과류가공품"", ""서류가공품"", ""제삼인산칼슘"", ""향료"", ""이산화규소"", ""곡류가공품"", ""효소처리스테비아""]",1
2019050514748,가래떡 단백질 꼬마떡갈비,(주)비건두부킹,두류가공품,2020-12-09,protein,14,"[""건마늘분말"", ""건생강분말"", ""양파분말"", ""당근분말"", ""서양호박분말"", ""건조표고버섯분말"", ""찹쌀분말"", ""떡류"", ""새송이버섯"", ""양배추"", ""완두콩냉동"", ""대두분말"", ""우엉분말"", ""무분말""]",1
2019050514746,가래떡 단백질 떡갈비,(주)비건두부킹,두류가공품,2020-12-02,protein,14,"[""건마늘분말"", ""건생강분말"", ""양파분말"", ""당근분말"", ""서양호박분말"", ""건조표고버섯분말"", ""찹쌀분말"", ""무분말"", ""우엉분말"", ""대두분말"", ""완두콩냉동"", ""양배추"", ""새송이버섯"", ""떡류""]",1
2019050514750,가래떡 단백질 패티,(주)비건두부킹,두류가공품,2020-12-11,protein,14,"[""건마늘분말"", ""건생강분말"", ""양파분말"", ""당근분말"", ""서양호박분말"", ""건조표고버섯분말"", ""찹쌀분말"", ""무분말"", ""우엉분말"", ""대두분말"", ""완두콩냉동"", ""양배추"", ""새송이버섯"", ""떡류""]",1
20150036122228,가수분해 분리유청단백질,농업회사법인푸른산주식회사,유함유가공품,2022-06-30,protein,2,"[""레시틴"", ""유청단백분말""]",1
199506180749,가수분해된식물성단백질,풍성식품 주식회사,산분해간장,2017-09-19,protein,4,"[""정제수"", ""수산화나트륨액"", ""염산"", ""탈지대두""]",1
199506180745,가수분해된식물성단백질(H.V.P-천일염),풍성식품 주식회사,산분해간장,2017-01-16,protein,5,"[""수산화나트륨액"", ""천일염"", ""정제수"", ""염산"", ""탈지대두""]",1
20150415029292,가수분해식물성단백질(HITEIN-P100),(주)그린위치,두류가공품,2023-09-20,protein,1,"[""두류가공품""]",1
20130481277180,감초단백질 선식,농업회사법인(주)디자인농부,기타가공품,2026-06-04,protein,12,"[""나한과추출물분말"", ""감초분말"", ""고구마향"", ""난소화성말토덱스트린(고시형)"", ""볶은현미"", ""귀리"", ""흑미가루"", ""곡류가공품"", ""두류가공품"", ""고구마분말"", ""유청단백분말"", ""분리대두단백""]",1
20090458111331,감태단백질쉐이크,(주)화인에프티,기타 농산가공품,2023-11-10,protein,16,"[""밀"", ""탈지분유"", ""보리"", ""현미"", ""설탕"", ""찐메밀"", ""감태"", ""백태"", ""땅콩"", ""정제소금"", ""보리쌀"", ""찹쌀"", ""조"", ""수수"", ""옥수수"", ""비타민미네랄혼합분말""]",1
19900372087632,건강감성 플러스업 초유산양유단백질,(주)화인내츄럴,기타가공품,2024-03-26,protein,14,"[""결정과당"", ""기타가공품"", ""효소처리스테비아"", ""생선콜라겐"", ""니코틴산아미드"", ""산화아연"", ""L-아르지닌"", ""프로바이오틱스(고시형)"", ""판토텐산칼슘"", ""비타민B6염산염"", ""비타민B1염산염"", ""기타가공품"", ""비타민B2"", ""혼합제제""]",1
2002044518144,건강세움 산양유 단백질 분말,(주)세움바이오텍,기타가공품,2022-08-10,protein,19,"[""포도당"", ""분리대두단백"", ""산양유분말"", ""비타민B6염산염"", ""폴리감마글루탐산"", ""수산화마그네슘"", ""구아검"", ""밀단백추출물"", ""비타민C"", ""10종혼합유산균분말"", ""아미노산혼합분말"", ""밀크향분말"", ""이산화규소"", ""생선콜라겐"", ""스테아린산마그네슘"", ""해조칼슘"", ""분말유크림"", ""결정과당"", ""난소화성말토덱스트린(고시형)""]",1
1992015423692,건강한 단백질 하이스틱 그린,신라에스지(주)부산공장,어육소시지,2025-11-28,protein,14,"[""천연향신료"", ""식품첨가물"", ""미강유(현미유)"", ""태움용융소금"", ""올리고당"", ""소스"", ""분리대두단백"", ""난백분"", ""유청단백분말"", ""양파"", ""곡류가공품"", ""땅콩버터"", ""닭가슴살"", ""연육""]",1
198803550331017,건강한 산양유 초유 단백질 듀얼 밸런스,(주)한미양행,기타가공품,2021-08-02,protein,14,"[""갈락토올리고당"", ""식품첨가물혼합제제"", ""유함유가공품"", ""결정과당"", ""유함유가공품"", ""분리대두단백"", ""혼합분유"", ""유함유가공품"", ""전지분유"", ""식품첨가물혼합제제"", ""이산화규소"", ""기타가공품"", ""제삼인산칼슘"", ""효소처리스테비아""]",1
2022049500113,건강한 산양유 초유 단백질 듀얼 밸런스,(주)한미양행 선유공장,기타가공품,2022-12-20,protein,14,"[""갈락토올리고당"", ""효소처리스테비아"", ""제삼인산칼슘"", ""기타가공품"", ""이산화규소"", ""식품첨가물혼합제제"", ""전지분유"", ""유함유가공품"", ""혼합분유"", ""분리대두단백"", ""유함유가공품"", ""결정과당"", ""유함유가공품"", ""식품첨가물혼합제제""]",1
