product_id,brand,clean_name,flavor,volume,pack_count,price,dup_count,product_line,full_name,maker,mall,category,naver_link,ingredients_json,nutrition_json,source,mfds_matched_name,mfds_report_no,match_score
53508398864,매일,매일유업 셀렉스 프로핏 웨이프로틴 아메리카노 드링크,,330ml,1,13600,1,매일유업셀렉스프로핏웨이프로틴아메리카노드링크,"매일유업 셀렉스 프로핏 웨이프로틴 아메리카노 드링크, 330ml, 1개",매일유업,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53508398864,,,naver_shop,,,0.153
86670777212,마이밀,마이밀 뉴프로틴 산양유,,190ml,60,64900,1,마이밀뉴프로틴산양유,"마이밀 뉴프로틴 산양유 단백질음료 190ml, 60개",,대상웰라이프 본사쇼핑몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9126276889,"[""비타민D3혼합제제"", ""니코틴산아미드"", ""비타민B6염산염"", ""아미노산혼합제제"", ""식물성크림"", ""유청단백분말"", ""분리대두단백"", ""밀크향분말"", ""유청단백분말"", ""산양유분말"", ""프락토올리고당"", ""전지분유"", ""비타민미네랄혼합분말"", ""효소처리스테비아"", ""산화마그네슘"", ""제삼인산칼슘"", ""혼합제제"", ""유함유가공품""]",,naver_shop,마이밀 뉴프로틴 산양유 단백질,20040443074502,0.822
53509044663,빙그레,더단백 프로틴 드링크,카라멜,250ml,18,21860,1,더단백프로틴드링크,"더단백 프로틴 드링크 카라멜 , 250ml, 18개",,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53509044663,,,naver_shop,,,0.0
90491157159,빙그레,빙그레 더단백 고함량 드링크 더블초코 고단백,,40g,10,32900,2,빙그레더단백고함량드링크더블초코고단백,빙그레 더단백 40g 고함량 드링크 더블초코 350ml 10개입 고단백 단백질음료,빙그레,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/12946646149,,,naver_shop,,,0.21
89688873783,일동후디스,하이뮨 프로틴 밸런스 액티브 밤티라미수,,250ml,36,54000,1,하이뮨프로틴밸런스액티브밤티라미수,"[제로설계] 하이뮨 프로틴 밸런스 액티브 밤티라미수, 250ml, 36개",일동후디스,일동후디스,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/12144363078,"[""농축유단백"", ""분리대두단백"", ""알룰로오스"", ""카제인칼슘"", ""향료"", ""덱스트린"", ""아미노산혼합제제"", ""산양유분말"", ""당류가공품"", ""L-카르니틴"", ""향료"", ""혼합제제"", ""자당지방산에스테르"", ""글리세린디아세틸주석산지방산에스테르"", ""카라기난"", ""탄산칼륨(무수)"", ""수산화마그네슘"", ""향료"", ""수크랄로스"", ""정제소금"", ""산화아연"", ""아세설팜칼륨"", ""인산철"", ""찐밤분말"", ""정제수""]",,naver_shop,하이뮨 프로틴 밸런스 액티브 밤티라미수,20080380239207,1.0
90129751587,빙그레,빙그레 더단백 고함량 드링크 다크초코,,35g,,31900,2,빙그레더단백고함량드링크다크초코,빙그레 더단백 35g 고함량 드링크 다크초코 330ml 12팩 단백질음료,,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/12585240731,,,naver_shop,,,0.235
83944355850,빙그레,빙그레 더단백 드링크,커피,250ml,18,29500,1,빙그레더단백드링크,"빙그레 더단백 드링크 단백질음료 커피, 250ml, 18개",,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/6399855517,,,naver_shop,,,0.34
53510038231,마이밀,서울에프엔비 마이밀 뉴프로틴,오리지널,190ml,24,28530,1,서울에프엔비마이밀뉴프로틴,"서울에프엔비 마이밀 뉴프로틴 오리지널 , 190ml, 24개",서울에프엔비,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53510038231,"[""향료"", ""향료"", ""비타민혼합제제"", ""비타민D3혼합제제"", ""카라기난혼합제제"", ""카라기난"", ""비타민E"", ""산화아연"", ""아미노산혼합제제"", ""수크랄로스"", ""혼합제제"", ""정제소금"", ""탄산수소나트륨"", ""염화칼륨"", ""염화마그네슘"", ""탄산칼슘"", ""혼합제제"", ""초코향"", ""농축유단백"", ""코코아분말"", ""카제인칼슘"", ""분리대두단백"", ""채종유(유채유 또는 카놀라유)"", ""덱스트린"", ""백설탕"", ""정제수"", ""구연산칼륨""]",,naver_shop,마이밀 뉴프로틴 딥초코,2021045702815,0.565
90854150343,마이프로틴,마이프로틴 드링크 시그니처,초콜릿,340ml,24,59900,1,마이프로틴드링크시그니처,"마이프로틴 드링크 시그니처 초콜릿, 340ml, 24개",,마이프로틴 공식몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/13309640011,"[""니코틴산아미드"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""혼합제제"", ""자당지방산에스테르"", ""탄산수소나트륨"", ""정제소금"", ""향료"", ""코코아분말"", ""유함유가공품"", ""유함유가공품"", ""정제수"", ""판토텐산칼슘"", ""비타민B6염산염""]",,naver_shop,마이프로틴 드링크 시그니처 초콜릿,200704431101089,0.833
56028914306,일동후디스,하이뮨 프로틴 밸런스 액티브 밤티라미수 제로,,250ml,18,25420,1,하이뮨프로틴밸런스액티브밤티라미수제로,"하이뮨 프로틴 밸런스 액티브 밤티라미수 제로, 250ml, 18개",,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/56028914306,"[""농축유단백"", ""분리대두단백"", ""알룰로오스"", ""카제인칼슘"", ""향료"", ""덱스트린"", ""아미노산혼합제제"", ""산양유분말"", ""당류가공품"", ""L-카르니틴"", ""향료"", ""혼합제제"", ""자당지방산에스테르"", ""글리세린디아세틸주석산지방산에스테르"", ""카라기난"", ""탄산칼륨(무수)"", ""수산화마그네슘"", ""향료"", ""수크랄로스"", ""정제소금"", ""산화아연"", ""아세설팜칼륨"", ""인산철"", ""찐밤분말"", ""정제수""]",,naver_shop,하이뮨 프로틴 밸런스 액티브 밤티라미수,20080380239207,0.9
55579764846,일동후디스,일동후디스 하이뮨 프로틴 밸런스 액티브 더블샷,커피,250ml,18,25500,1,일동후디스하이뮨프로틴밸런스액티브더블샷,"일동후디스 하이뮨 프로틴 밸런스 액티브 더블샷 커피, 250ml, 18개",일동후디스,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/55579764846,,,naver_shop,,,0.237
90772350705,빙그레,빙그레 더단백 드링크 단백질음료 민트초코,,250ml,18,29900,1,빙그레더단백드링크단백질음료민트초코,"빙그레 더단백 드링크 단백질음료 민트초코, 250ml, 18개",,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/13227840374,,,naver_shop,,,0.223
53508367919,매일,매일유업 셀렉스 프로핏 웨이프로틴,복숭아,330ml,12,25340,1,매일유업셀렉스프로핏웨이프로틴,"매일유업 셀렉스 프로핏 웨이프로틴 복숭아 드링크 , 330ml, 12개",매일유업,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53508367919,,,naver_shop,,,0.157
90976555312,파스퇴르,파스퇴르 단백질플러스,검은콩,195ml,20,23200,1,파스퇴르단백질플러스,"파스퇴르 단백질플러스 음료 검은콩,검은깨맛, 195ml, 20개",롯데웰푸드,롯데웰푸드,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/13432044976,"[""오곡추출물"", ""이소말토올리고당"", ""정제수"", ""원유"", ""분리대두단백"", ""미강유(현미유)"", ""탄산칼슘"", ""수크랄로스"", ""혼합제제"", ""황산망간"", ""요오드칼륨"", ""아세설팜칼륨"", ""산화아연"", ""카라기난"", ""혼합제제"", ""지용성비타민혼합제제"", ""향료"", ""글리세린지방산에스테르"", ""제이인산칼륨"", ""탄산수소나트륨"", ""정제소금"", ""향료"", ""향료"", ""수용성비타민혼합제제"", ""제이인산마그네슘"", ""락타아제""]",,naver_shop,파스퇴르 단백질+플레인,19860395013144,0.59
87451822009,일동후디스,하이뮨 프로틴 밸런스,흑임자,190ml,32,43000,1,하이뮨프로틴밸런스,"하이뮨 프로틴 밸런스 음료 흑임자, 190ml, 32개",일동후디스,일동후디스,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9907319736,"[""기타가공품"", ""산양유분말"", ""산양유분말"", ""농축유단백"", ""설탕"", ""유청단백분말"", ""분리대두단백분말"", ""유청단백분말"", ""정제소금"", ""밀크향분말"", ""밀크향분말"", ""바닐라향"", ""바닐라향"", ""수산화마그네슘"", ""제삼인산칼슘"", ""프락토올리고당"", ""비오틴"", ""비타민D3혼합제제"", ""비타민B6염산염"", ""판토텐산칼슘(고시형)"", ""효모식품"", ""산화아연(고시형)"", ""분리유단백"", ""나한과추출물분말"", ""콜라겐분말""]",,naver_shop,하이뮨 프로틴 밸런스 P,20080380239221,0.868
86973115294,랩노쉬,랩노쉬 프로틴 드링크 퍼펙트 X 맥스 패키지,,,24,68900,1,랩노쉬프로틴드링크퍼펙트x맥스패키지,"[네이버단독] 랩노쉬 프로틴 드링크 퍼펙트 X 맥스 패키지, 총 24개입 고함량 단백질음료",삼양패키징,랩노쉬,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9428614971,"[""유함유가공품"", ""두류가공품"", ""곡류가공품"", ""향료"", ""향료"", ""탄산수소나트륨"", ""정제소금"", ""혼합제제"", ""혼합제제"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""정제수""]",,naver_shop,랩노쉬 프로틴 드링크 퍼펙트 곡물,200704431101064,0.65
86379442363,얼티브,얼티브 프로틴,초코,250ml,18,24840,2,얼티브프로틴,"[누적 1000만 병 판매!] 얼티브 프로틴 단백질 음료 초코맛, 250ml, 18개",,CJ제일제당,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/8834942040,"[""향료"", ""향료"", ""수크랄로스"", ""아세설팜칼륨"", ""분말베이스"", ""분말베이스"", ""혼합제제"", ""미강유(현미유)"", ""기타가공품"", ""L-아르지닌"", ""탄산수소나트륨"", ""탄산칼슘"", ""기타가공품"", ""정제수"", ""향료"", ""정제소금""]",,naver_shop,얼티브 프로틴 밤맛,20010515081554,0.781
54209948370,그린비아,정식품 그린비아 프로틴밀 액티브,초코,250ml,18,20160,2,정식품그린비아프로틴밀액티브,"정식품 그린비아 프로틴밀 액티브 초코, 250ml, 18개",정식품,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/54209948370,,,naver_shop,,,0.309
52960984174,마이밀,대상웰라이프 마이밀 뉴프로틴,오리지널,190ml,,29520,1,대상웰라이프마이밀뉴프로틴,대상웰라이프 마이밀 뉴프로틴 오리지널 190ml 24입,대상,G마켓,단백질보충제 > 단백질음료,https://link.gmarket.co.kr/gate/pcs?item-no=3043489617&sub-id=1003&service-code=10000003&lcd=100000068,"[""향료"", ""향료"", ""비타민혼합제제"", ""비타민D3혼합제제"", ""카라기난혼합제제"", ""카라기난"", ""비타민E"", ""산화아연"", ""아미노산혼합제제"", ""수크랄로스"", ""혼합제제"", ""정제소금"", ""탄산수소나트륨"", ""염화칼륨"", ""염화마그네슘"", ""탄산칼슘"", ""혼합제제"", ""초코향"", ""농축유단백"", ""코코아분말"", ""카제인칼슘"", ""분리대두단백"", ""채종유(유채유 또는 카놀라유)"", ""덱스트린"", ""백설탕"", ""정제수"", ""구연산칼륨""]",,naver_shop,마이밀 뉴프로틴 딥초코,2021045702815,0.565
53528387882,빙그레,더단백 프로틴 드링크,밀크티,250ml,18,25950,1,더단백프로틴드링크,"더단백 프로틴 드링크 밀크티, 250ml, 18개",,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53528387882,,,naver_shop,,,0.0
83440029517,랩노쉬,랩노쉬 프로틴 드링크 퍼펙트,초코,350ml,24,54900,2,랩노쉬프로틴드링크퍼펙트,"랩노쉬 프로틴 드링크 퍼펙트 초코, 350ml, 24개",,랩노쉬,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/5895530103,"[""유함유가공품"", ""두류가공품"", ""곡류가공품"", ""향료"", ""향료"", ""탄산수소나트륨"", ""정제소금"", ""혼합제제"", ""혼합제제"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""정제수""]",,naver_shop,랩노쉬 프로틴 드링크 퍼펙트 곡물,200704431101064,0.874
55579344515,일동후디스,일동후디스 하이뮨 프로틴 밸런스 액티브 딥초코,,250ml,18,25110,1,일동후디스하이뮨프로틴밸런스액티브딥초코,"일동후디스 하이뮨 프로틴 밸런스 액티브 딥초코, 250ml, 18개",일동후디스,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/55579344515,,,naver_shop,,,0.237
90793733384,닥터유,오리온 닥터유 프로 단백질 드링크 / 음료 프로틴 보충제,딸기,40g,12,42690,1,오리온닥터유프로단백질드링크/음료프로틴보충제,"오리온 닥터유 프로 단백질 드링크 40g / 음료 프로틴 보충제 딸기, 350ml, 12개",서울에프엔비,미광스토어,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/13249223052,"[""기타가공품"", ""분리대두단백분말"", ""에리스리톨"", ""전지분유"", ""탈지분유분말"", ""분리유단백분말"", ""분리유단백분말"", ""유크림"", ""원유"", ""딸기과즙"", ""향료제제"", ""분리유단백분말"", ""정제수"", ""향료"", ""자당지방산에스테르"", ""L-카르니틴"", ""효소처리스테비아"", ""수크랄로스"", ""기타가공품"", ""젤란검"", ""토마토색소"", ""카복시메틸셀룰로스나트륨"", ""아세설팜칼륨"", ""정제소금"", ""탄산수소나트륨"", ""향료""]",,naver_shop,닥터유 프로 단백질 드링크 딸기,20200401439241,0.527
53510268570,마이밀,대상 마이밀 뉴프로틴 딥초코,,190ml,16,18550,1,대상마이밀뉴프로틴딥초코,"대상 마이밀 뉴프로틴 딥초코 , 190ml, 16개",대상,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53510268570,"[""향료"", ""향료"", ""비타민혼합제제"", ""비타민D3혼합제제"", ""카라기난혼합제제"", ""카라기난"", ""비타민E"", ""산화아연"", ""아미노산혼합제제"", ""수크랄로스"", ""혼합제제"", ""정제소금"", ""탄산수소나트륨"", ""염화칼륨"", ""염화마그네슘"", ""탄산칼슘"", ""혼합제제"", ""초코향"", ""농축유단백"", ""코코아분말"", ""카제인칼슘"", ""분리대두단백"", ""채종유(유채유 또는 카놀라유)"", ""덱스트린"", ""백설탕"", ""정제수"", ""구연산칼륨""]",,naver_shop,마이밀 뉴프로틴 딥초코,2021045702815,0.845
88850335463,일동후디스,하이뮨 프로틴 밸런스 액티브,바나나,250ml,36,59000,1,하이뮨프로틴밸런스액티브,"하이뮨 프로틴 밸런스 액티브 바나나 제로 250ml, 36개",서울에프엔비,일동후디스,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/11305825132,"[""정제수"", ""아세설팜칼륨"", ""기타가공품"", ""인산철"", ""산화아연"", ""수크랄로스"", ""정제소금"", ""수산화마그네슘"", ""탄산칼륨(무수)"", ""카라기난"", ""글리세린디아세틸주석산지방산에스테르"", ""혼합제제"", ""자당지방산에스테르"", ""향료"", ""L-카르니틴"", ""향료"", ""향료"", ""아미노산혼합제제"", ""향료"", ""산양유분말"", ""알룰로오스"", ""유크림"", ""탈지분유"", ""농축유단백""]",,naver_shop,하이뮨 프로틴 밸런스 액티브,20080380239209,1.0
56741710317,얼티브,얼티브 프로틴,피스타치오,250ml,36,36900,2,얼티브프로틴,"얼티브 프로틴 피스타치오맛, 250ml, 36개",,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/56741710317,"[""향료"", ""향료"", ""수크랄로스"", ""아세설팜칼륨"", ""분말베이스"", ""분말베이스"", ""혼합제제"", ""미강유(현미유)"", ""기타가공품"", ""L-아르지닌"", ""탄산수소나트륨"", ""탄산칼슘"", ""기타가공품"", ""정제수"", ""향료"", ""정제소금""]",,naver_shop,얼티브 프로틴 밤맛,20010515081554,0.781
87256442017,빙그레,빙그레 더단백 드링크,바나나,250ml,18,29900,1,빙그레더단백드링크,"빙그레 더단백 드링크 단백질음료 바나나, 250ml, 18개",,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9711939747,,,naver_shop,,,0.34
53509045075,일동후디스,일동후디스 하이뮨 프로틴 밸런스 저당,,190ml,32,35000,2,일동후디스하이뮨프로틴밸런스저당,"일동후디스 하이뮨 프로틴 밸런스 저당 , 190ml, 32개",일동후디스,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53509045075,,,naver_shop,,,0.271
53508775387,일동후디스,일동후디스 하이뮨 프로틴 밸런스,흑임자,190ml,32,38870,1,일동후디스하이뮨프로틴밸런스,"일동후디스 하이뮨 프로틴 밸런스 흑임자 , 190ml, 32개",일동후디스,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53508775387,,,naver_shop,,,0.297
91219772283,닥터유,오리온 닥터유프로 단백질드링크 말차 헬스 음료 단백질 보충제,,62g,,77900,1,오리온닥터유프로단백질드링크말차헬스음료단백질보충제,오리온 닥터유프로 단백질드링크 말차 62g 450ml 헬스 음료 단백질 보충제,오리온,아신몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/13675261264,,,naver_shop,,,0.438
46058442195,테이크핏,테이크핏 맥스,초코,250ml,24,32000,1,테이크핏맥스,테이크핏 맥스 초코맛 프로틴  250ml  24개,,쿠팡,단백질보충제 > 단백질음료,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7923580560&ctag=7923580560&lptag=I21776094920&itemId=21776094920&vendorItemId=82624430136&spec=10305197,"[""향료"", ""혼합제제"", ""정제수"", ""분리대두단백분말"", ""분리유단백분말"", ""농축유단백"", ""딸기농축액"", ""L-로이신"", ""L-라이신염산염"", ""글리신"", ""탄산수소나트륨"", ""탄산칼륨(무수)"", ""토마토색소"", ""홍국색소"", ""셀룰로오스혼합제제"", ""자당지방산에스테르"", ""카라기난"", ""수크랄로스"", ""아세설팜칼륨"", ""비타민B6염산염"", ""향료"", ""향료"", ""향료"", ""향료"", ""향료제제""]",,naver_shop,테이크핏 맥스 딸기맛,20220683129118,0.747
86694180917,빙그레,더 단백 드링크,초코,,1,24500,1,더단백드링크,더 단백 드링크 초코 250ml18팩1개 마시는 단백질 음료 프로틴,빙그레,티에스shop,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9149680594,"[""정제수"", ""수크랄로스"", ""아세설팜칼륨"", ""카라기난"", ""식품첨가물혼합제제"", ""향료"", ""향료"", ""L-로이신"", ""탄산칼륨(무수)"", ""식품첨가물혼합제제"", ""옥수수기름(옥배유)"", ""덱스트린"", ""말토올리고당"", ""알룰로오스"", ""농축유단백"", ""커피농축액"", ""분리유단백""]",,naver_shop,더단백드링크 커피,19820607004101,0.514
59065350333,연세우유,연세우유 세브란스 A2 프로틴,초콜릿,190ml,32,33470,1,연세우유세브란스a2프로틴,"연세우유 세브란스 A2 프로틴 초콜릿, 190ml, 32개",연세우유,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/59065350333,,,naver_shop,,,0.357
88932177559,파스퇴르,파스퇴르 단백질플러스,곡물,195ml,36,44900,1,파스퇴르단백질플러스,"파스퇴르 단백질플러스 음료 곡물맛, 195ml, 36개",롯데웰푸드,롯데웰푸드,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/11387667194,"[""오곡추출물"", ""이소말토올리고당"", ""정제수"", ""원유"", ""분리대두단백"", ""미강유(현미유)"", ""탄산칼슘"", ""수크랄로스"", ""혼합제제"", ""황산망간"", ""요오드칼륨"", ""아세설팜칼륨"", ""산화아연"", ""카라기난"", ""혼합제제"", ""지용성비타민혼합제제"", ""향료"", ""글리세린지방산에스테르"", ""제이인산칼륨"", ""탄산수소나트륨"", ""정제소금"", ""향료"", ""향료"", ""수용성비타민혼합제제"", ""제이인산마그네슘"", ""락타아제""]",,naver_shop,파스퇴르 단백질+플레인,19860395013144,0.59
88436560203,뉴케어,뉴케어 올프로틴,초코,25g,24,44900,2,뉴케어올프로틴,"[단백질 25g] 뉴케어 올프로틴 초코맛 단백질음료 245ml, 24개",대상,대상웰라이프 본사쇼핑몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/10892054185,"[""혼합제제"", ""아세설팜칼륨"", ""수크랄로스"", ""염화마그네슘"", ""탄산칼슘"", ""정제소금"", ""탄산수소나트륨"", ""향료"", ""향료"", ""향료"", ""레몬농축액"", ""구연산칼륨"", ""구연산"", ""생선콜라겐"", ""정제수"", ""염화칼륨""]",,naver_shop,뉴케어 올프로틴 20g 레몬맛,2021045702861,0.62
84945731819,매일,셀렉스 마시는 프로틴,오리지널,190ml,,49590,1,셀렉스마시는프로틴,셀렉스 마시는 프로틴 오리지널 TBA 190ml 48팩,매일유업,매일 뉴트리션,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/7401231497,,,naver_shop,,,0.071
54190195092,닥터유,서울에프엔비 닥터유 프로 드링크,바나나,250ml,24,43040,1,서울에프엔비닥터유프로드링크,"서울에프엔비 닥터유 프로 드링크 단백질 바나나맛, 250ml, 24개",서울에프엔비,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/54190195092,"[""기타가공품"", ""분리대두단백분말"", ""에리스리톨"", ""전지분유"", ""탈지분유분말"", ""분리유단백분말"", ""분리유단백분말"", ""유크림"", ""원유"", ""딸기과즙"", ""향료제제"", ""분리유단백분말"", ""정제수"", ""향료"", ""자당지방산에스테르"", ""L-카르니틴"", ""효소처리스테비아"", ""수크랄로스"", ""기타가공품"", ""젤란검"", ""토마토색소"", ""카복시메틸셀룰로스나트륨"", ""아세설팜칼륨"", ""정제소금"", ""탄산수소나트륨"", ""향료""]",,naver_shop,닥터유 프로 단백질 드링크 딸기,20200401439241,0.556
53527930926,함소아,함소아제약 함소아 키온 프로틴,초코바나나,200ml,18,29840,1,함소아제약함소아키온프로틴,"함소아제약 함소아 키온 프로틴 초코바나나맛 , 200ml, 18개",함소아제약,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53527930926,"[""굴추출물분말"", ""결정과당"", ""프락토올리고당"", ""정제수"", ""백포도농축액"", ""과일혼합분말"", ""로커스트콩검분말"", ""레몬농축액"", ""포도향"", ""구연산"", ""젖산칼슘"", ""효소처리스테비아"", ""식물혼합추출물분말"", ""오미자분말"", ""황금혼합추출물"", ""구연산삼나트륨""]",,naver_shop,함소아 키온 코어,20130415052273,0.46
53507442224,일동후디스,일동후디스 하이뮨 프로틴 밸런스 액티브 식물성,,250ml,18,32800,1,일동후디스하이뮨프로틴밸런스액티브식물성,"일동후디스 하이뮨 프로틴 밸런스 액티브 식물성 단백질 , 250ml, 18개",일동후디스,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53507442224,,,naver_shop,,,0.237
90370129608,셀렉스프로핏,셀렉스 프로핏 스포츠 WPI 웨이프로틴 락토프리 무설탕,초콜릿,330ml,24,54900,1,셀렉스프로핏스포츠wpi웨이프로틴락토프리무설탕,"셀렉스 프로핏 스포츠 WPI 웨이프로틴 락토프리 무설탕 단백질 초콜릿, 330ml, 24개",매일유업,마켓더지룩,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/12825618659,,,naver_shop,,,0.325
88340634843,빙그레,빙그레 더단백 드링크,멜론,250ml,18,29900,1,빙그레더단백드링크,"빙그레 더단백 드링크 단백질음료 멜론, 250ml, 18개",,빙그레 본사직영몰,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/10796128853,,,naver_shop,,,0.34
53528757934,비락,비락 퍼펙트 프로틴,,180ml,24,26600,1,비락퍼펙트프로틴,"비락 퍼펙트 프로틴 , 180ml, 24개",비락,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/53528757934,,,naver_shop,,,0.271
86641012159,일동후디스,하이뮨 저당 프로틴 밸런스 음료 190ml,,,,66900,1,하이뮨저당프로틴밸런스음료190ml,하이뮨 저당 프로틴 밸런스 음료 190ml64팩,일동후디스,티에스shop,단백질보충제 > 단백질음료,https://smartstore.naver.com/main/products/9096511836,,,naver_shop,,,0.04
60386062841,파스퇴르,롯데웰푸드 파스퇴르 단백질 플러스,검은콩,195ml,20,23200,1,롯데웰푸드파스퇴르단백질플러스,"롯데웰푸드 파스퇴르 단백질 플러스 검은콩 앤 검은깨, 195ml, 20개",롯데웰푸드,네이버,단백질보충제 > 단백질음료,https://search.shopping.naver.com/catalog/60386062841,,,naver_shop,,,0.449
