product_id,brand,clean_name,flavor,volume,pack_count,price,is_bundle,product_line,dup_group_size,full_name,coupang_url,ingredients_json,nutrition_json,source
9440613501,제로칼로리,제로칼로리 저칼로리 음료 탄산음료,여러맛,250ml,,33000,Y,제로칼로리 저칼로리 음료 탄산음료,1,"[데일리이츠] 제로칼로리 저칼로리 음료 탄산음료 20종 기획세트, 1박스, 250ml",https://www.coupang.com/vp/products/9440613501,,,coupang_search
9586802733,롯데칠성음료,롯데칠성음료 히야 제로 복숭아,복숭아,200ml,24,379900,,롯데칠성음료 히야 제로,2,"롯데칠성음료 히야 제로 복숭아, 24개, 200ml",https://www.coupang.com/vp/products/9586802733,,,coupang_search
7891087187,자연은,자연은 알로에 제로,,500ml,24,36000,,자연은 알로에 제로,1,"자연은 알로에 제로, 500ml, 24개",https://www.coupang.com/vp/products/7891087187,,,coupang_search
8850725306,고려은단,고려은단 비타민C1000 스파클링 제로,,,30,3830000,,고려은단 비타민C1000 스파클링 제로,1,"고려은단 비타민C1000 스파클링 제로, 30개입",https://www.coupang.com/vp/products/8850725306,,,coupang_search
7460519780,나랑드사이다,나랑드사이다 제로 그린애플 캔,,345ml,24,12460,,나랑드사이다 제로 그린애플 캔,1,"나랑드사이다 제로 그린애플 캔, 345ml, 24개",https://www.coupang.com/vp/products/7460519780,,,coupang_search
9185945280,BEST,BEST 제로 음료 캔음료수,여러맛,245ml,,29900,Y,BEST 제로 음료 캔음료수,1,"[모아박스] BEST 제로 음료 캔음료수 5종 30캔, 1세트, 245ml",https://www.coupang.com/vp/products/9185945280,,,coupang_search
9521408718,티즐,티즐 제로 핑크구아바 우롱티,,500ml,20,16900,,티즐 제로 핑크구아바 우롱티,1,"티즐 제로 핑크구아바 우롱티, 20개, 500ml",https://www.coupang.com/vp/products/9521408718,,,coupang_search
8830197232,클룹,클룹 제로소다,여러맛,250ml,24,34600,Y,클룹 제로소다,2,"클룹 제로소다 250ml 4종 혼합(포도+레몬+청사과+복숭아), 24개",https://www.coupang.com/vp/products/8830197232,,,coupang_search
8371322820,닥터페퍼,닥터페퍼 제로,,350ml,24,22400,,닥터페퍼 제로,1,"닥터페퍼 제로, 350ml, 24개",https://www.coupang.com/vp/products/8371322820,,,coupang_search
8801321116,칠성음료,칠성음료 제로 탄산음료 소캔 5종류,여러맛,250ml,,28000,Y,칠성음료 제로 탄산음료 소캔 5종류,1,"칠성음료 제로 탄산음료 소캔 5종류 20캔 믹스세트 (펩시제로 사이다제로 밀키스제로 탐스제로 파인애플 탐스제로 사과) (210~250ml), 1세트, 210ml",https://www.coupang.com/vp/products/8801321116,,,coupang_search
9442796381,제로음료수,제로음료수 뚱캔,여러맛,355ml,,14900,Y,제로음료수 뚱캔,1,"[한번에먹자] 제로음료수 뚱캔 혼합세트 (칠성사이다제로업소+펩시제로업소+갈배사이다제로+마운틴듀제로+립톤제로+티즐제로2종+초록매실제로+탐스제로2종+나랑드사이다+웰치스제로4종), 355ml",https://www.coupang.com/vp/products/9442796381,,,coupang_search
9633272595,코조코조,코조코조 제로,여러맛,320ml,12,17500,Y,코조코조 제로,1,"코조코조 제로 12종 혼합, 12개, 320ml",https://www.coupang.com/vp/products/9633272595,,,coupang_search
8288428017,칠성사이다,칠성사이다 제로,,210ml,30,16900,,칠성사이다 제로,2,"칠성사이다 제로, 210ml, 30개",https://www.coupang.com/vp/products/8288428017,,,coupang_search
6908251238,천연사이다,천연사이다 제로,,250ml,30,15900,,천연사이다 제로,1,"천연사이다 제로, 250ml, 30개",https://www.coupang.com/vp/products/6908251238,,,coupang_search
7625201122,이프로,이프로 부족할때 복숭아 제로,복숭아,240ml,30,15030,,이프로 부족할때 제로,1,"이프로 부족할때 복숭아 제로, 240ml, 30개",https://www.coupang.com/vp/products/7625201122,,,coupang_search
8308921966,초록매실,초록매실 스파클링 제로,,350ml,20,18000,,초록매실 스파클링 제로,1,"초록매실 스파클링 제로, 350ml, 20개",https://www.coupang.com/vp/products/8308921966,,,coupang_search
8942055416,ZERO,ZERO Sugar 환타 4종,여러맛,350ml,24,19690,Y,ZERO Sugar 환타 4종,1,"ZERO Sugar 환타 4종세트(오렌지+파인애플+피치+포도), 24개, 350ml",https://www.coupang.com/vp/products/8942055416,,,coupang_search
9626186451,이온더핏,이온더핏 제로,,500ml,20,14900,,이온더핏 제로,1,"이온더핏 제로 무라벨, 20개, 500ml",https://www.coupang.com/vp/products/9626186451,,,coupang_search
9483110744,립톤,립톤 제로 복숭아 스파클링 음료,복숭아,355ml,24,14400,,립톤 제로 스파클링 음료,1,"립톤 제로 복숭아 스파클링 음료, 355ml, 24개",https://www.coupang.com/vp/products/9483110744,,,coupang_search
7923155383,동원,보성홍차 아이스티 제로,여러맛,500ml,24,18400,Y,보성홍차 아이스티 제로,1,"[4종모음][동원] 보성홍차 아이스티 제로 500ml (복숭아+레몬+애플+샤인머스캣), 24개",https://www.coupang.com/vp/products/7923155383,,,coupang_search
6987907142,나랑드사이다,나랑드사이다 제로 파인애플,파인애플,245ml,30,13340,,나랑드사이다 제로,2,"나랑드사이다 제로 파인애플, 245ml, 30개",https://www.coupang.com/vp/products/6987907142,,,coupang_search
9586835458,롯데칠성음료,롯데칠성음료 히야 제로 사과,사과,200ml,24,379400,,롯데칠성음료 히야 제로,2,"롯데칠성음료 히야 제로 사과, 24개, 200ml",https://www.coupang.com/vp/products/9586835458,,,coupang_search
